PackageName	Category	Package	Level	Zip	DevURL	Enabled	Visible
Dependency_global_WoT_xml_Creation	globalDependencies		0	Dependency_global_WoT_XML_Creation_2017-12-14.zip		True
Dependency_global_World_of_Tanks_Shortcuts	globalDependencies		0	Dependency_global_WoT_shortcuts.zip		True
Dependency_global_basic_folders	globalDependencies		0	Dependency_global_basic_folders.zip		True
Dependency_global_fonts	globalDependencies		0	Dependency_global_fonts_2018-04-15.zip		True
Dependency_global_ScriptloaderPro	globalDependencies		0	Dependency_global_ScriptloaderPro_1.25.zip	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/561371-","link")	True
Dependency_xml_main_sound_modes	dependencies		0	Dependency_xml_main_sound_modes_creating.zip		True
Dependency_Atlases_Creation_vehicleMarkerAtlas	dependencies		0	Dependency_Atlases_Creation_vehicleMarkerAtlas.zip		False
Dependency_Atlases_Creation_BattleAtlas	dependencies		0	Dependency_Atlases_Creation_BattleAtlas.zip		False
Dependency_audio_mods_xml	dependencies		0	Dependency_audio_mods_xml.zip		True
Dependency_MLG_english_localization	dependencies		0	Dependency_MLG_english_localization_2018-04-15.zip		True
Dependency_XVMMainFiles	dependencies		0	Dependency_XVM_Base_7.6.0_with_patch.zip	=HYPERLINK("https://modxvm.com/en/download-xvm/","link")	True
Dependency_Crosshair_Sight	dependencies		0	Dependency_Crosshair_Sight_1.0.0_2018-03-23.zip		True
Dependency_XVM_damage_log_disable	dependencies		0	XVM_config_builder_damage_log_disable.zip		True
Dependency_Contour_Icon_Mod_mirror_training_room_with_tier_name	dependencies		0	Dependency_Contour_Icon_Mod_mirror_training_room_with_tier_name_2018-04-05.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/35159-","link")	True
Dependency_Contour_Icon_Mod_mirror_training_room_clear	dependencies		0	Dependency_Contour_Icon_Mod_mirror_training_room_clear_2018-04-05.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/35159-","link")	False
Dependency_PMOD	dependencies		0	Dependency_PMOD_1.32-2_2018-04-18.zip	=HYPERLINK("https://wgmods.net/WOT/ru/pmod-paket-s-prianikami-50/","link")	True
Dependency_BattleFlash	dependencies		0	Dependency_BattleFlash_1.6.3_2018-03-21.zip		True
Dependency_easyBattleFlash_by_Oldskool	dependencies		0	Dependency_easyBattleFlash_by_Oldskool_1.0.0.1_2018-03-31.zip		True
Dependency_gambiter_guiflash	dependencies		0	Dependency_gambiter_guiflash_v0.2.4_2018-03-21.zip		True
Dependency_mods_gui	dependencies		0	Dependency_mods_gui_v2.10_2017-12-24.zip	=HYPERLINK("https://github.com/spoter/spoter-mods/tree/master/mod_mods_gui","link")	True
Dependency_modsListApi_P0LIR0ID	dependencies		0	Dependency_P0LIR0ID_modsListApi_v1.11_1.0.0_2018-03-21.zip	=HYPERLINK("https://bitbucket.org/P0LIR0ID/modslist/downloads/","link")	True
Dependency_modsSettingsApi	dependencies		0	Dependency_modsSettingsApi_v1.01_2017-11-10.zip		True
Dependency_modsSettingsApi_Oldskool	dependencies		0	Dependency_modsSettingsApi_Oldskool_1.0.0_2018-03-31.zip	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/603810-","link")	True
Dependency_PYmodsCore	dependencies		0	Dependency_PYmods_v2.3.1_2018-03-23.zip	=HYPERLINK("http://forum.worldoftanks.ru/index.php?/topic/1825657-","link")	True
Dependency_PYmods_SoundEventInjector	dependencies		0	Dependency_PYmods_SoundEventInjector_1.0.0_2018-03-27.zip	=HYPERLINK("http://forum.worldoftanks.ru/index.php?/topic/1821136-","link")	True
Dependency_vxSettingsApi	dependencies		0	Dependency_polarfox_vxSettingsApi_1.7.6.zip		True
Dependency_Sounds_Increase_Sound_Memory	dependencies		0	Dependency_Sounds_Increase_Sound_Memory_2017_07_19.zip		True
Dependency_ShuraBB_Auxilium	dependencies		0	Dependency_ShuraBB_Auxilium_18.85_2018-03-23.zip	=HYPERLINK("https://wgmods.net/modmakers/70/","link")	True
Dependency_ShuraBB_SDK	dependencies		0	Dependency_ShuraBB_SDK_2018-04-15.zip	=HYPERLINK("https://wgmods.net/modmakers/70/","link")	True
Dependency_Ekspoint_Core	dependencies		0	Dependency_Ekspoint_Core_2018-05-02.zip	=HYPERLINK("https://yadi.sk/d/o6kOQNXKhwaVi","link")	True
Dependency_Ekspoint_Load	dependencies		0	Dependency_Ekspoint_Load_2018-04-18.zip	=HYPERLINK("https://yadi.sk/d/o6kOQNXKhwaVi","link")	True
Dependency_SixthSense_Aimdrol_Base	dependencies		0	Dependency_Sixth_Sense_Standalone_by_Aimdrol_0.9.21.0.1_2017-12-16.zip		True
LogicalDependency_Contour_Icon_Mod_mirror_training_room_clear_no_XVM	logicalDependencies		0	LogicalDependency_Contour_Icon_Mod_mirror_training_room_clear_no_XVM_2018-04-05.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/35159-","link")	True
LogicalDependency_Contour_Icon_Mod_mirror_training_room_with_tier_name_no_XVM	logicalDependencies		0	LogicalDependency_Contour_Icon_Mod_mirror_training_room_with_tier_name_no_xvm_2018-04-05.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/35159-","link")	False
LogicalDependency_Contour_Icon_Mod_mirror_training_room_clear_XVM	logicalDependencies		0	LogicalDependency_Contour_Icon_Mod_mirror_training_room_clear_XVM_2018-04-05.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/35159-","link")	True
LogicalDependency_Contour_Icon_Mod_mirror_training_room_with_tier_name_XVM	logicalDependencies		0	LogicalDependency_Contour_Icon_Mod_mirror_training_room_with_tier_name_XVM_2018-04-05.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/35159-","link")	False
LogicalDependency_Contour_Icon_Disable_Icon_mirroring_XVM	logicalDependencies		0	XVM_config_builder_contour_icon_mod_mirror_patch_xvm_disable_2017-06-01.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/35159-","link")	True
LogicalDependency_Contour_Icon_Disable_Icon_mirroring_clear_no_XVM	logicalDependencies		0	LogicalDependency_Contour_Icon_Mod_mirror_clear_no_xvm_1.0.0.2_2018-04-05.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/35159-","link")	True
LogicalDependency_Contour_Icon_Disable_Icon_mirroring_with_tier_name_no_XVM	logicalDependencies		0	LogicalDependency_Contour_Icon_Mod_mirror_with_tier_name_no_xvm_1.0.0.2_2018-04-05.zip	=HYPERLINK("https://koreanrandom.com/forum/topic/35159-","link")	False
XVMPrebuiltConfigs_DefaultXVMConfig	XVM prebuilt configs	Default Config	0	XVM_Prebuilt_Configs_Default_2017_03-24.zip	=HYPERLINK("http://www.modxvm.com/en/","link")	True	True
XVMPrebuiltConfigs_Willster419XVMConfig	XVM prebuilt configs	Willster419's Config v{version}	0	XVM_Prebuilt_Configs_Willster419_2018-03-23.zip	=HYPERLINK("https://github.com/Willster419/xvmConfig","link")	True	True
XVMPrebuiltConfigs_DruidsXVMConfig	XVM prebuilt configs	Druids XVM Config	0	XVM_Prebuilt_Configs_Druids_2018-01-12.zip	=HYPERLINK("http://forum.worldoftanks.com/index.php?/topic/390563-","link")	True	True
XVMPrebuiltConfigs_J1mB0XVMConfig	XVM prebuilt configs	J1mB0's XVM Config v{version}	0	XVM_Prebuilt_Configs_J1mB0_2018-03-23.zip	=HYPERLINK("http://forum.worldoftanks.eu/index.php?/topic/56831-","link")	True	True
XVMPrebuiltConfigs_BonesXVMConfig	XVM prebuilt configs	Bones's XVM Config v{version}	0	XVM_Prebuilt_Configs_Bones_Base_2018-03-24.zip	=HYPERLINK("http://forum.worldoftanks.com/index.php?/topic/316189-","link")	True	True
